"날짜","출발지","도착지","일별이동횟수","유형","타입","수량"
"20150910","4189182","4118599",1,"N11","직송",6
"20151016","5082584","4024336",1,"N11","직송",227
"20151019","4165918","4165918",1,"N11","직송",192
"20150107","5082584","4024336",1,"N11","직송",223
"20150108","4142683","4005671",1,"N11","직송",9
"20150109","4116327","4023701",1,"N11","직송",256
"20150109","4116327","4214745",1,"N11","직송",256
"20150206","5016388","4010462",1,"N11","직송",1
"20150616","4065680","4094863",1,"N11","직송",12
"20150710","4142683","4147549",1,"N11","직송",18
"20150908","4049112","4132530",1,"N11","직송",36
"20141223","4024790","4155500",1,"N11","직송",288
"20150417","4116327","4142959",1,"N11","직송",256
"20150516","4090960","4158878",1,"L14","직송",24
"20150624","4189182","4128711",1,"N11","직송",12
"20150720","4024790","4098817",1,"N11","직송",256
"20150817","4116327","4196917",1,"N11","직송",160
"20150903","4116327","4081240",1,"N11","직송",192
"20151013","4116327","4008465",1,"N11","직송",300
"20150122","4116327","4081576",1,"N11","직송",256
"20150122","4116327","4100736",1,"N11","직송",100
"20150427","4189182","4065259",1,"N11","직송",12
"20150427","4189182","4167457",1,"N11","직송",3
"20150727","4116327","4082741",1,"N11","직송",256
"20151024","4116327","4021371",1,"N11","직송",256
"20151104","4042492","4010409",1,"N11","직송",100
"20151104","4233229","4025529",1,"N11","직송",36
"20150128","4024790","4038177",1,"N11","직송",256
"20150430","4189182","4147279",1,"N11","직송",9
"20150430","5082584","4024336",1,"N11","직송",238
"20151031","4143892","4206283",1,"N11","직송",9
"20141215","4116327","4100736",1,"N11","직송",200
"20150112","4024790","4211789",1,"N11","직송",240
"20150112","4116327","4100736",1,"N11","직송",180
"20150205","4142683","4147967",1,"N11","직송",0
"20150209","5016388","4010462",1,"N11","직송",1
"20150306","4116327","4100736",1,"N11","직송",140
"20150417","4142683","4147549",1,"N11","직송",10
"20150620","4189182","4069340",1,"N11","직송",8
"20150708","4142683","4163628",1,"N11","직송",18
"20151105","4165511","4165511",1,"N12","직송",192
"20141219","4024790","4024490",1,"N11","직송",256
"20150113","4066297","4056322",1,"N11","직송",192
"20150514","4142683","4218122",1,"N11","직송",18
"20150529","4189182","4147961",1,"N11","직송",12
"20150720","4116327","4118565",1,"N11","직송",256
"20150814","4189182","4005316",1,"N11","직송",4
"20150702","4024790","4019365",1,"N11","직송",256
"20151120","4116327","4008477",1,"N11","직송",192
"20151121","4189182","4050263",1,"N11","직송",24
"20151128","4189182","4008521",1,"N11","직송",20
"20151128","4189182","4069352",1,"N11","직송",16
"20150120","4142683","4021387",1,"N11","직송",1
"20150224","4024790","4129573",1,"N11","직송",256
"20150227","5016388","4030989",1,"N11","직송",2
"20150420","4024790","4019365",1,"N11","직송",256
"20150523","4189182","4147279",1,"N11","직송",5
"20180328","5138404","4024336",1,"N11","직송",192
"20180330","4082771","4163551",1,"N11","직송",256
"20180417","4077960","4119049",1,"N12","직송",256
"20180420","4013119","4280979",1,"N11","직송",256
"20180420","4148779","4016647",1,"N12","직송",160
"20180504","4024790","4057097",1,"N11","직송",288
"20180504","4220026","4224062",1,"N11","직송",256
"20180511","4024790","4010573",1,"N11","직송",256
"20180511","4175168","4065682",1,"N12","직송",256
"20180511","4177770","4224582",1,"N12","직송",256
"20180528","4082771","4226447",1,"N11","직송",288
"20180528","4082771","4306016",1,"N11","직송",192
"20180605","4056326","4276059",1,"N11","직송",20
"20180605","4082771","4197861",1,"N12","직송",96
"20180605","4082771","4213400",1,"N11","직송",192
"20180601","5138404","4024336",1,"N11","직송",192
"20180614","5245690","4199723",1,"N11","직송",100
"20180614","5254883","4175509",1,"N11","직송",264
"20180614","5254883","4199618",1,"N11","직송",192
"20180614","5301193","4078616",1,"N11","직송",616
"20180614","4082771","4170942",1,"N11","직송",256
"20180615","4008465","4140759",1,"N11","직송",144
"20180615","4024790","4056322",1,"N11","직송",288
"20180615","4024790","4233361",1,"N11","직송",224
"20180615","5098491","4288039",1,"N11","직송",34
"20170927","4170480","4037816",1,"N11","직송",256
"20170928","5013506","4066027",1,"N11","직송",5
"20170928","5034914","4284970",1,"N12","직송",24
"20170928","5060079","4002955",1,"N11","직송",25
"20170928","5083997","4233759",1,"N11","직송",228
"20170929","5116124","4284291",1,"N11","직송",90
"20170929","5132254","4188835",1,"N11","직송",200
"20170929","5145736","4176927",1,"N11","직송",23
"20170929","5159646","4176927",1,"N11","직송",39
"20170929","5169682","4118565",1,"N11","직송",15
"20171018","4082771","4130648",1,"N11","직송",180
"20171018","4082771","4181914",1,"N11","직송",192
"20171116","5098778","4179258",1,"N11","직송",80
"20171205","4024790","4179353",1,"N11","직송",192
"20171205","4082771","4289905",1,"N11","직송",256
"20171206","5140798","4092202",1,"N11","직송",11
"20171208","4082771","4280978",1,"N11","직송",160
"20171213","4082771","4255934",1,"N11","직송",96
"20171213","4183890","4224062",1,"N11","직송",256
"20171213","4290843","4214745",1,"N11","직송",288
"20171214","5138404","4024336",1,"N11","직송",192
"20180104","4082771","4149632",1,"N11","직송",96
"20180227","5016527","4055335",1,"N11","직송",240
"20180208","4024790","4295463",1,"N11","직송",288
"20180306","4024790","4171765",1,"N11","직송",224
"20180424","4082771","4244239",1,"N11","직송",192
"20180424","4084453","4090604",1,"N11","직송",256
"20180508","4082771","4120808",1,"N11","직송",288
"20180508","4183890","4138143",1,"N11","직송",288
"20180518","4214338","4165511",1,"N12","직송",256
"20180611","5254883","4230304",1,"N11","직송",192
"20180612","4082771","4233229",1,"N11","직송",192
"20180608","4042492","4295463",1,"N11","직송",288
"20180601","5254883","4212288",1,"N11","직송",192
"20170930","5081094","4017192",1,"N11","직송",190
"20171020","4024790","4010573",1,"N11","직송",256
"20171026","5181830","4199589",1,"N11","직송",15
"20171026","5254883","4035424",1,"N11","직송",264
"20171026","5254883","4175509",1,"N11","직송",252
"20171120","4082771","4212288",1,"N11","직송",192
"20171121","4024790","4295463",1,"N11","직송",288
"20171123","5167293","4215340",1,"N11","직송",50
"20171124","4008465","4002914",1,"N11","직송",256
"20171215","4024790","4171765",1,"N11","직송",192
"20171215","4027684","4211983",1,"N11","직송",180
"20171219","4082771","4196950",1,"N11","직송",192
"20171220","5087149","4134841",1,"N11","직송",6
"20180105","5138404","4024336",1,"N11","직송",192
"20180105","5170007","4274142",1,"N11","직송",10
"20180108","4013119","4199028",1,"N11","직송",256
"20180108","4024790","4007755",1,"N11","직송",256
"20180108","4024790","4024336",1,"N11","직송",288
"20180109","5082584","4024336",1,"N11","직송",160
"20180202","5082419","4009608",1,"N11","직송",184
"20180202","4024790","4121144",1,"N11","직송",288
"20180202","4024790","4295463",2,"N11","직송",864
"20180206","4032410","4012534",1,"N11","직송",188
"20180207","4260987","4024566",1,"N11","직송",128
"20180209","4024790","4081167",1,"N11","직송",288
"20180307","4090779","4051936",1,"P11","직송",192
"20180313","4024790","4041342",1,"N11","직송",288
"20180313","4024790","4169776",1,"N11","직송",256
"20180313","4024790","4264137",1,"N11","직송",256
"20180405","4002696","4100509",1,"N11","직송",288
"20180406","5138404","4024336",1,"N11","직송",192
"20180427","4056326","4226451",1,"N11","직송",224
"20180507","4082771","4286294",1,"N11","직송",288
"20180501","4024790","4057097",1,"N11","직송",256
"20180502","4024790","4304574",1,"N11","직송",192
"20180524","4196377","4120808",1,"N11","직송",256
"20180525","4056326","4065682",1,"N12","직송",192
"20180525","4082771","4121089",1,"N11","직송",288
"20180525","4148779","4307804",1,"N11","직송",256
"20180514","4056326","4213400",1,"N11","직송",192
"20180514","5254883","4212288",1,"N11","직송",252
"20180515","4024790","4233361",1,"N11","직송",224
"20180516","4024790","4233361",1,"N11","직송",224
"20180516","4056326","4191759",1,"N11","직송",192
"20180604","4013119","4280979",1,"N11","직송",256
"20180608","5005759","4086236",1,"N11","직송",192
"20171101","4082771","4295858",1,"N11","직송",192
"20171102","4024790","4233361",1,"N11","직송",224
"20171221","5269650","4237375",1,"N11","직송",5
"20171222","4024790","4041342",1,"N11","직송",288
"20171225","4024790","4137879",1,"N11","직송",288
"20171226","4024790","4024336",1,"N11","직송",512
"20171226","4082771","4074439",1,"N11","직송",192
"20171227","5142052","4109537",1,"N11","직송",160
"20180118","4260987","4053097",1,"N11","직송",160
"20180125","4024790","4011027",1,"N11","직송",256
"20180125","4024790","4295463",1,"N11","직송",576
"20180125","4042492","4121135",1,"N11","직송",76
"20180212","4183890","4294932",1,"N11","직송",256
"20180213","5186306","4208887",1,"N11","직송",20
"20180224","4024790","4048903",1,"N11","직송",576
"20180203","5060038","4097091",1,"N11","직송",232
"20180323","4024790","4099620",1,"N11","직송",180
"20180323","4056326","4224062",1,"N11","직송",288
"20180509","4024790","4109764",1,"N11","직송",288
"20180530","5127342","4005654",1,"N11","직송",20
"20180526","4024790","4041342",1,"N11","직송",288
"20180522","4002696","4226168",1,"N11","직송",256
"20180522","4103787","4008774",1,"N11","직송",192
"20180611","4024790","4024336",1,"N11","직송",512
"20170925","4013119","4283902",1,"N11","직송",224
"20171016","4013119","4270263",1,"N11","직송",224
"20171102","4082771","4295637",1,"N11","직송",100
"20171108","4024790","4024336",1,"N11","직송",288
"20171108","4082771","4163551",1,"N11","직송",192
"20171201","4082771","4016107",1,"N11","직송",144
"20171229","4024790","4033595",1,"N11","직송",288
"20180129","4013119","4286689",1,"N11","직송",192
"20180129","4024790","4010573",1,"N11","직송",256
"20180130","5186306","4226451",1,"N11","직송",192
"20180130","5197089","4080944",1,"N11","직송",30
"20180131","5004333","4097091",1,"N11","직송",146
"20180131","5064157","4097091",1,"N11","직송",88
"20180210","4082771","4057212",1,"N11","직송",448
"20180221","4013119","4097091",1,"N11","직송",256
"20180315","5285162","4301859",1,"N11","직송",100
"20180329","4024790","4137879",1,"N11","직송",288
"20180329","4082771","4082399",1,"N11","직송",192
"20180329","4082771","4203151",1,"N11","직송",256
"20180416","4024790","4184525",1,"N11","직송",256
"20180416","4183890","4308033",1,"N11","직송",288
"20180419","4024790","4010573",1,"N11","직송",256
"20180504","5060079","4041880",1,"N11","직송",22
"20180517","4002696","4265797",1,"N11","직송",288
"20180517","4053763","4215985",1,"N12","직송",192
"20180517","4056326","4234369",1,"N11","직송",192
"20180511","5038947","4194860",1,"N11","직송",100
"20180519","4056326","4227757",1,"N11","직송",256
"20180519","4077960","4065682",1,"N12","직송",256
"20180519","4077960","4276328",1,"N12","직송",192
"20180529","5094418","4285360",1,"N11","직송",30
"20180529","5186306","4100509",1,"N11","직송",224
"20170928","5176662","4071063",1,"N11","직송",40
"20170928","5186306","4134841",1,"N11","직송",138
"20170928","5213335","4211157",1,"N11","직송",51
"20170925","4082771","4255934",1,"N11","직송",192
"20170929","5188315","4173535",1,"N11","직송",208
"20170929","5212682","4108994",1,"N11","직송",20
"20171109","5138404","4024336",1,"N11","직송",192
"20171201","5115411","4199618",1,"N11","직송",93
"20171207","5229581","4279191",1,"N12","직송",46
"20171207","5272000","4298391",1,"N11","직송",15
"20171208","4091627","4090624",1,"N11","직송",144
"20171208","4091627","4126363",1,"N11","직송",96
"20171211","5239891","4078616",1,"N11","직송",42
"20171212","4024790","4010573",1,"N11","직송",256
"20171212","4024790","4295463",2,"N11","직송",576
"20180102","5300567","4210148",1,"N11","직송",20
"20180103","4024790","4048903",1,"N11","직송",256
"20180103","4024790","4295463",1,"N11","직송",288
"20180226","4129504","4051936",1,"P11","직송",160
"20180209","4048183","4274752",1,"N11","직송",100
"20180209","4159069","4120027",1,"N11","직송",192
"20180301","4082771","4149632",1,"N11","직송",100
"20180523","5254883","4224062",1,"N11","직송",264
"20180524","4082771","4283555",1,"N12","직송",155
"20180517","5258060","4188765",1,"N11","직송",240
"20180607","4084453","4205182",1,"N11","직송",256
"20170928","5230235","4172159",1,"N12","직송",12
"20170930","4017192","4194975",1,"N11","직송",100
"20171025","5175949","4041880",1,"N11","직송",120
"20171027","4024790","4024336",1,"N11","직송",512
"20171027","4024790","4057097",1,"N11","직송",288
"20171027","4082771","4019574",1,"N11","직송",224
"20171206","4024790","4043189",1,"N11","직송",256
"20171206","4064535","4295463",1,"N11","직송",288
"20171207","4024790","4002954",1,"N11","직송",288
"20171124","4042492","4295463",1,"N11","직송",256
"20171125","5186306","4108994",1,"N11","직송",192
"20171127","4024790","4011027",1,"N11","직송",288
"20171219","5082584","4024336",1,"N11","직송",138
"20171220","4056326","4280106",1,"N11","직송",192
"20171220","4082771","4175531",1,"N11","직송",192
"20171221","4024790","4295463",1,"N11","직송",288
"20180108","4178409","4298966",1,"N11","직송",50
"20180110","4082771","4089538",1,"N11","직송",192
"20180111","4024790","4056322",1,"N11","직송",288
"20180202","4024790","4056322",1,"N11","직송",288
"20180202","4082771","4170942",1,"N11","직송",256
"20180203","4056326","4097091",1,"N11","직송",288
"20180203","5235386","4195437",1,"N11","직송",50
"20180206","4142683","4163628",1,"N11","직송",18
"20180207","5159845","4293898",1,"N11","직송",192
"20180307","5138404","4024336",1,"N11","직송",192
"20180307","5175949","4041880",1,"N11","직송",68
"20180310","4024790","4010573",1,"N11","직송",256
"20180313","4077960","4242920",1,"N12","직송",128
